age,annual_income,loan_amount,loan_term,credit_score,num_credit_lines,delinq_2yrs,dti_ratio,employment_years,home_ownership,loan_purpose,num_inquiries,default
64,28867,8164,36,791,14,0,0.18764013339470356,7.956017212695676,MORTGAGE,debt_consolidation,2,0
33,47643,10598,24,616,5,2,0.0692007672285277,5.235732642985905,MORTGAGE,debt_consolidation,1,1
65,55611,13447,60,610,11,0,0.31669294794033176,0.0,RENT,major_purchase,2,0
30,135279,7084,48,675,4,2,0.14326719447200428,1.0599058327524151,OWN,home_improvement,0,0
56,123889,56524,60,635,4,0,0.4568054689041429,9.291218108400251,MORTGAGE,home_improvement,2,0
29,18761,4045,60,675,12,1,0.3544236791897793,4.212789030765565,RENT,home_improvement,0,0
47,15602,13979,48,775,13,0,0.5837541168707203,9.804248763921983,RENT,home_improvement,1,0
54,49760,18125,48,611,8,1,0.3834611409855697,7.048506458157842,MORTGAGE,home_improvement,1,0
21,32731,13807,36,625,1,0,0.24100133041105254,6.010840544447613,MORTGAGE,medical,0,0
52,23975,11466,24,663,1,0,0.06799885964473257,8.738217940607639,MORTGAGE,medical,2,0
45,49497,9881,12,631,8,0,0.4709815795612634,3.6255146405259535,RENT,debt_consolidation,1,0
49,56298,7026,24,496,2,0,0.15515776091969147,9.001974590365425,OWN,home_improvement,3,0
27,29632,6927,12,603,10,0,0.2887783215965357,4.902464587598205,MORTGAGE,debt_consolidation,0,0
69,33709,33753,48,704,6,1,0.601113236983237,19.681427795197177,RENT,debt_consolidation,2,0
23,31032,9382,60,765,2,0,0.441647502357309,1.3303219143195797,OWN,home_improvement,1,0
40,38296,73552,24,557,5,0,0.40847981818024104,5.213756849679784,MORTGAGE,home_improvement,0,0
40,67837,22814,60,557,3,0,0.49164836646801635,5.415465015237228,MORTGAGE,major_purchase,1,0
50,25674,1581,24,652,7,0,0.4860574728358291,0.2406721946956507,RENT,debt_consolidation,1,0
55,33375,27081,24,483,9,3,0.5871419647931255,10.629062945492631,RENT,debt_consolidation,0,0
55,38577,12803,60,614,2,0,0.25967309742966965,4.856379594597085,OWN,debt_consolidation,3,0
69,48822,4394,36,511,7,0,0.2934973769853852,0.0,MORTGAGE,major_purchase,1,0
59,57848,37926,48,759,13,0,0.2116423056407469,10.475642857726667,MORTGAGE,other,1,1
47,166934,9426,36,588,13,0,0.345095354542404,3.8191560932357205,RENT,home_improvement,1,0
46,69097,8806,36,782,8,0,0.33016509062447086,6.4754928854011675,RENT,home_improvement,0,0
34,70091,18036,24,739,14,0,0.08675716439966391,10.384112899279293,MORTGAGE,debt_consolidation,2,0
37,41774,33331,48,598,10,0,0.251914886435818,5.176467074889428,MORTGAGE,home_improvement,0,0
38,27230,14628,24,564,8,0,0.5658674801298449,5.135516802967065,MORTGAGE,home_improvement,2,0
65,35705,13814,12,634,7,0,0.3866312892330628,19.32350992161082,OWN,debt_consolidation,1,0
49,32009,7650,24,641,14,0,0.45730979271300687,0.0,MORTGAGE,major_purchase,0,0
40,62027,32879,60,677,12,0,0.3319182998223978,0.5701725668527748,RENT,debt_consolidation,1,0
47,18200,14741,24,587,4,3,0.06693597137032375,1.5396953253727768,OWN,major_purchase,1,0
38,69948,11155,12,709,4,3,0.3307046117255691,15.945113704545049,RENT,debt_consolidation,1,0
24,45690,10101,24,671,10,2,0.5062544836281468,3.776933469789755,MORTGAGE,other,1,0
21,76115,30377,12,622,13,1,0.1721474313134136,8.201044374228351,OWN,debt_consolidation,0,0
21,31750,10830,48,593,13,0,0.4620558390115455,4.629608985388382,RENT,debt_consolidation,0,0
46,28543,30440,24,635,9,0,0.09472524960609846,10.016001711654438,RENT,other,0,0
65,38407,9161,12,584,12,0,0.3530286857348496,6.936432261442532,RENT,debt_consolidation,3,0
40,37858,23809,48,654,10,0,0.4316777675219944,8.265495980997859,RENT,home_improvement,1,0
43,79523,15767,60,656,9,2,0.30318312135959113,13.436231856515903,RENT,debt_consolidation,0,0
30,79069,6244,36,670,5,0,0.7208707310680025,9.201348234244826,MORTGAGE,home_improvement,2,0
31,153739,12461,12,791,7,0,0.2760214344367096,3.3246631127186905,RENT,home_improvement,1,0
61,36413,2315,60,639,7,0,0.26323756434826967,8.560335245442875,OWN,major_purchase,1,0
61,6577,7367,48,730,9,0,0.38067380627825065,19.093263741739435,RENT,debt_consolidation,1,0
25,38343,3781,60,668,12,0,0.23675402962441866,9.824852345018789,MORTGAGE,medical,1,0
21,56296,66038,24,630,7,0,0.13379936092770325,7.75954827489501,OWN,home_improvement,1,1
37,75261,3816,36,640,8,4,0.18534953376166746,0.14723523619649637,RENT,home_improvement,1,0
42,58815,105728,12,645,7,0,0.46369801393218424,10.622092653324774,MORTGAGE,debt_consolidation,0,0
54,36396,20159,48,672,11,0,0.30425906616869675,11.361134400908597,MORTGAGE,other,1,0
65,137104,8821,36,573,4,0,0.6053031425752889,8.563615733936501,MORTGAGE,medical,3,0
61,26364,25465,48,532,12,0,0.2838145632391197,7.57047059546899,RENT,debt_consolidation,0,1
49,41573,7977,60,702,2,0,0.4565765532098447,21.162698405869673,OWN,major_purchase,1,0
24,25643,4325,48,721,3,0,0.42662629691928056,11.277138745622032,MORTGAGE,debt_consolidation,3,0
25,49599,14232,48,709,7,0,0.2815773789229968,13.200141309214818,MORTGAGE,medical,1,0
31,127185,23389,60,662,14,0,0.21817866062511357,7.3344107721091065,MORTGAGE,debt_consolidation,2,0
41,45046,37150,60,711,11,0,0.09022944516110781,6.342027909809722,OWN,debt_consolidation,3,0
55,45212,19894,36,707,11,0,0.43296811695201387,10.160495388510705,MORTGAGE,debt_consolidation,1,0
32,17719,8747,12,713,13,2,0.5297389598825217,6.337285688985345,MORTGAGE,major_purchase,0,0
46,41266,40498,60,581,9,0,0.11151039923686484,6.74783007660951,RENT,debt_consolidation,3,0
39,97762,33873,36,562,13,0,0.29443325975049883,9.31602840937181,MORTGAGE,debt_consolidation,1,0
65,42186,16567,48,618,14,2,0.24996225047108767,4.435950771913343,MORTGAGE,major_purchase,3,0
27,40510,35193,48,648,11,0,0.43270537254803115,8.102046075298086,RENT,debt_consolidation,3,0
67,95170,76714,24,630,2,0,0.3007020968070998,7.400420732630255,RENT,debt_consolidation,2,0
27,40613,8648,60,499,14,0,0.5484470855626724,11.835128187270165,RENT,major_purchase,2,0
46,106428,6504,36,787,7,1,0.29234102135497253,3.943428309239632,MORTGAGE,medical,2,0
60,22679,8449,36,628,4,1,0.1645424810696143,0.0,MORTGAGE,major_purchase,2,0
25,73622,4538,12,663,7,0,0.27967920121837814,5.446825399286622,MORTGAGE,home_improvement,1,0
41,131636,21439,36,749,12,1,0.29620780997618695,8.986430113623737,MORTGAGE,debt_consolidation,1,0
34,89743,3685,60,462,5,0,0.42891499182419923,11.820537285801183,OWN,medical,1,0
24,15988,36754,36,609,7,2,0.2939721416951773,3.535784986140923,MORTGAGE,debt_consolidation,0,0
43,33423,7802,24,619,6,0,0.4160144770100566,9.71049929821445,RENT,debt_consolidation,2,0
62,42396,39615,48,623,13,1,0.2314273591866472,12.675771828090161,MORTGAGE,debt_consolidation,1,0
40,89856,1727,48,636,2,0,0.30579849803080156,10.756253315527449,RENT,major_purchase,2,0
35,22049,9816,36,765,12,0,0.23224485849312176,3.0468244827712585,RENT,home_improvement,0,0
65,26599,4748,36,703,7,0,0.22300376154857926,3.583868125813159,RENT,other,0,0
49,18711,39445,36,726,5,1,0.5412250335926019,9.175017248373225,OWN,debt_consolidation,2,0
28,29867,51185,36,653,9,1,0.24273056428110967,15.126701560625499,MORTGAGE,medical,1,0
61,23133,2048,24,538,13,0,0.2978592826778352,7.070825796912108,OWN,home_improvement,1,0
68,127866,26707,60,483,13,1,0.5066906689924144,6.17336140335213,RENT,debt_consolidation,0,0
39,33242,31412,24,527,11,0,0.46250020944072945,0.1519126744354189,MORTGAGE,home_improvement,2,0
68,74202,17336,24,678,1,1,0.5961810824992302,5.178565600878998,RENT,major_purchase,0,0
59,49552,21386,24,652,1,0,0.4224202796756267,3.4238092304110603,MORTGAGE,debt_consolidation,0,0
66,49137,20188,48,633,2,0,0.2599400915470913,7.135996870914546,MORTGAGE,debt_consolidation,1,1
48,34376,26785,24,620,8,0,0.6585716973433848,0.0,OWN,other,0,0
66,77809,5574,36,810,11,0,0.4373121116832902,5.357047728031453,RENT,debt_consolidation,1,0
47,53777,34905,24,584,9,1,0.32679569917975004,1.9553282711940678,MORTGAGE,other,0,0
24,51950,15795,36,724,11,1,0.358619832455078,11.701146529194244,MORTGAGE,major_purchase,3,0
35,34335,15055,60,650,11,1,0.3768922369176072,2.704138210617585,RENT,major_purchase,0,0
55,37878,21021,48,645,12,0,0.31447821878160126,4.138253811751286,RENT,debt_consolidation,1,0
57,69797,4833,60,744,7,1,0.14362165971242488,8.410632629773042,MORTGAGE,debt_consolidation,0,0
21,56276,3855,60,767,1,0,0.5940081578369872,4.731422112480377,OWN,home_improvement,0,0
23,52790,12126,48,630,12,3,0.34672488857378436,18.79726311243162,RENT,debt_consolidation,0,0
67,31181,45928,36,713,7,0,0.3775244769053965,11.652575786397112,MORTGAGE,debt_consolidation,3,0
44,157387,5175,36,679,13,0,0.661721608909172,7.086032891571092,MORTGAGE,debt_consolidation,3,0
47,36760,15369,36,650,8,1,0.2475072105173622,8.840506927235026,RENT,debt_consolidation,1,0
60,48139,7530,48,666,7,2,0.4483227987071156,0.0,RENT,debt_consolidation,3,0
56,43817,6762,24,594,13,0,0.23115519746450247,13.15862586855248,OWN,debt_consolidation,2,0
54,158391,19942,12,625,12,0,0.39815317438181574,9.55948334883585,RENT,major_purchase,1,0
49,41171,24526,24,603,5,0,0.3802258619377037,6.634210885362887,RENT,major_purchase,1,0
44,38971,7114,24,722,12,0,0.46859016457104746,9.829248413772104,MORTGAGE,other,2,0
44,52627,40530,60,642,7,1,0.53122530765355,10.439246219214034,MORTGAGE,debt_consolidation,5,0
62,32334,18732,12,546,10,3,0.2630718363200492,4.918137413318755,RENT,major_purchase,1,0
24,52415,11011,36,592,11,0,0.5625012261085878,8.900810205808753,MORTGAGE,home_improvement,2,0
23,203406,17641,24,394,2,0,0.5731221407841969,12.243622707433502,RENT,home_improvement,1,0
54,58677,68123,48,610,9,2,0.31250219229597354,9.274488716011076,RENT,home_improvement,2,0
69,57408,24411,24,653,2,0,0.34901261278953055,5.736970063813305,RENT,major_purchase,1,0
43,31864,7639,36,639,2,0,0.27584748200758413,8.483253808289335,RENT,debt_consolidation,0,0
43,136697,13161,24,808,5,2,0.3041838179234543,13.911195318113172,OWN,debt_consolidation,0,0
65,156908,14839,60,695,14,2,0.16947865171248977,10.919879705077255,MORTGAGE,debt_consolidation,2,0
25,81765,22749,60,692,8,0,0.46663036584937856,1.1846642286397886,OWN,debt_consolidation,2,0
51,72569,16181,24,518,6,0,0.05,9.933419071062108,OWN,home_improvement,0,0
61,42580,60855,60,620,12,0,0.24543577238559705,9.27078952595928,RENT,home_improvement,0,0
26,61994,11143,48,611,9,0,0.34307569233956486,12.820567618557849,MORTGAGE,major_purchase,0,0
57,29700,3347,12,587,6,0,0.5449695995641909,7.164097564649005,RENT,debt_consolidation,1,1
30,24942,15861,24,586,5,0,0.268213314604714,5.1532985430065725,RENT,major_purchase,1,0
60,20082,9387,48,505,1,1,0.41417775066538665,0.15917592771528888,RENT,debt_consolidation,2,0
27,62718,4010,48,547,8,1,0.3378523828324654,3.5270279650435628,RENT,debt_consolidation,0,0
59,21439,7609,48,719,3,2,0.4917678350708501,13.039727848761471,RENT,major_purchase,1,0
58,36323,10029,36,638,12,0,0.4063378623436056,7.989782433495901,RENT,major_purchase,0,0
41,47252,33251,24,609,13,0,0.4745314082059583,6.501060932865117,MORTGAGE,home_improvement,0,0
40,89069,4078,24,649,2,2,0.26740476272681146,13.478118912962778,MORTGAGE,debt_consolidation,3,0
23,34650,17673,24,743,7,1,0.19789626587624962,12.448012336729926,RENT,other,3,0
42,95603,78935,12,650,11,1,0.40506924785800436,3.3212722318599512,OWN,medical,2,1
67,86119,11615,48,693,2,4,0.27684079714411086,13.00498166813167,OWN,home_improvement,4,0
24,25776,11345,24,582,14,2,0.35454858077749574,0.0,MORTGAGE,other,2,0
48,96152,23761,60,600,1,0,0.3975912410396135,9.297724709502116,RENT,debt_consolidation,2,0
32,41350,20287,36,678,11,0,0.5362861295982086,8.706541986969336,MORTGAGE,home_improvement,2,0
58,36338,41524,12,801,13,0,0.46798559650849986,12.748909563192278,RENT,other,2,0
56,41456,11687,36,764,2,0,0.24784854908390444,8.905058381227533,OWN,home_improvement,0,0
67,48917,23429,48,696,6,0,0.17824666433636643,5.777199005984948,RENT,home_improvement,1,0
61,38214,23729,60,662,2,1,0.6061071657131671,6.1721862947495945,RENT,debt_consolidation,0,1
25,29619,10214,48,762,1,0,0.11260104920384825,20.46624493371643,RENT,debt_consolidation,2,0
33,31233,12195,24,713,1,1,0.28212457284634235,7.413202239907983,RENT,debt_consolidation,2,0
43,53282,13240,36,466,14,0,0.4467867230483175,9.985378459737769,RENT,home_improvement,2,0
50,44521,4963,60,565,4,0,0.5958141870425048,0.0,MORTGAGE,debt_consolidation,1,0
57,67264,9789,36,677,8,2,0.3215507712313707,2.8632155092265936,MORTGAGE,debt_consolidation,3,0
45,50585,44219,12,507,6,0,0.354101449140634,9.593840223155624,OWN,home_improvement,1,0
68,51339,30643,60,578,4,0,0.2187458867603862,0.0,RENT,major_purchase,2,0
47,69960,8400,12,594,6,0,0.3689924168202806,9.746994168336256,RENT,major_purchase,1,0
34,114846,13192,60,629,6,2,0.17747690310486805,3.3743732279113225,MORTGAGE,medical,1,0
68,117643,29059,24,627,9,2,0.23745725701720205,1.830743450222621,RENT,home_improvement,0,0
67,109561,19048,36,626,4,3,0.4645835831207721,3.355818731858866,MORTGAGE,debt_consolidation,0,0
56,82641,25334,36,716,6,2,0.2849634774707111,14.637694290721806,MORTGAGE,major_purchase,1,0
59,171312,20482,48,628,10,1,0.48758733830796047,8.667089607451393,RENT,debt_consolidation,2,0
36,63748,15872,60,619,1,0,0.3269739310026334,2.4478181112453736,MORTGAGE,home_improvement,1,0
42,59595,11699,60,542,7,0,0.14467398606937779,10.876699261540537,OWN,debt_consolidation,1,0
41,188405,5135,12,731,7,0,0.5252547913566952,11.14869172045936,OWN,home_improvement,2,0
41,9551,23243,60,596,11,0,0.15270108724221673,5.093459495986797,MORTGAGE,debt_consolidation,0,0
28,43116,11188,36,563,1,1,0.2597318736709078,11.79586812547662,RENT,debt_consolidation,0,0
69,103932,3574,60,667,8,0,0.3200451377092785,12.033748177991178,MORTGAGE,debt_consolidation,1,0
36,88270,8634,48,588,14,0,0.5008742930988811,11.256659836733661,MORTGAGE,debt_consolidation,1,0
51,228522,26418,48,607,5,0,0.2710272765964635,3.631239833804714,MORTGAGE,other,0,0
62,52286,2884,36,670,13,0,0.2109924256294874,1.1047405361208913,MORTGAGE,other,0,0
30,37854,5862,36,623,9,1,0.3744009607340594,0.0,RENT,home_improvement,3,0
52,40164,14908,36,834,8,0,0.31790514151600713,3.72242680426226,RENT,other,0,0
54,59328,41133,60,644,3,1,0.27989141014412583,5.1609452081518254,MORTGAGE,major_purchase,2,0
29,129701,29732,60,699,1,0,0.3824728034731768,5.567819569411643,RENT,debt_consolidation,1,0
37,130677,44413,24,494,3,3,0.16946056769103016,6.763982396242302,OWN,home_improvement,2,0
31,47400,15775,12,581,14,0,0.09172391885514786,15.664942746050489,RENT,debt_consolidation,1,0
52,57056,11301,60,563,2,0,0.6708095160902385,5.302114133842132,RENT,major_purchase,1,0
30,33963,26229,24,573,2,1,0.36562791400423655,6.75612941705163,RENT,debt_consolidation,1,0
42,36158,6506,24,683,11,0,0.37612713229434047,0.0,RENT,medical,1,0
37,91835,6112,48,732,4,0,0.23270159289843834,18.139857322690204,OWN,home_improvement,1,0
24,128197,5302,60,677,2,0,0.48465482652410163,0.42046299652444397,MORTGAGE,debt_consolidation,0,0
68,32261,31923,24,631,8,0,0.269977210978123,3.465726477553218,OWN,medical,3,0
67,56713,6852,48,599,5,2,0.05,10.478610234350825,MORTGAGE,medical,1,0
45,42368,29746,12,739,1,0,0.26494499892370527,8.230962191090873,RENT,medical,0,0
41,82316,15044,48,815,6,0,0.3077880383113325,15.215931351495351,MORTGAGE,major_purchase,1,0
57,38827,32253,12,660,12,0,0.32448745934982304,10.600068278637538,MORTGAGE,major_purchase,2,0
58,15430,5517,36,725,7,0,0.32014825058831264,6.593579743810699,RENT,debt_consolidation,0,0
69,89519,8099,36,677,13,0,0.25326280745355845,12.220419344221792,OWN,debt_consolidation,1,0
21,40860,19210,48,710,1,2,0.23877184104449478,12.806539729341864,MORTGAGE,debt_consolidation,0,0
45,43492,9463,36,556,13,0,0.3053031999811954,3.6992061930893114,MORTGAGE,debt_consolidation,3,0
56,63662,1817,60,610,12,4,0.10317858694461277,11.815146930821196,MORTGAGE,debt_consolidation,2,0
37,60578,4456,48,681,3,0,0.056360555928418654,5.88869418650795,RENT,home_improvement,1,0
61,64451,5482,24,746,9,1,0.36470832348794574,6.482610462072486,MORTGAGE,debt_consolidation,2,0
44,18437,5817,60,584,13,3,0.36721023113974854,7.714666415144528,RENT,debt_consolidation,1,0
22,68444,23050,48,487,14,0,0.48191008700809956,5.0960956382962355,RENT,major_purchase,1,0
60,15592,17494,12,610,7,1,0.3116652034443842,4.827044260869938,OWN,debt_consolidation,0,0
35,77787,15211,36,730,14,0,0.17095591803387064,11.92360424124346,RENT,debt_consolidation,2,0
52,95896,66631,36,523,13,0,0.059052977720305044,0.0,MORTGAGE,debt_consolidation,4,0
59,21566,34206,36,555,12,0,0.2164705886064701,1.691865272704062,MORTGAGE,debt_consolidation,2,0
26,59698,25373,48,662,4,1,0.41337796160862783,10.373669915552458,MORTGAGE,other,2,0
21,92439,4039,60,640,6,0,0.5662173355113382,6.635502704204222,OWN,major_purchase,1,0
67,37443,14011,12,697,6,0,0.3581128119157271,11.957563260113915,OWN,debt_consolidation,1,0
43,73436,16965,36,551,12,4,0.1679615164495832,8.789661390617287,MORTGAGE,debt_consolidation,1,0
59,9216,9583,60,624,3,0,0.2180119096242395,0.3314767047817382,OWN,debt_consolidation,2,0
37,94742,52318,24,745,2,0,0.22269411139035233,7.314172096387931,MORTGAGE,major_purchase,1,0
54,49910,13918,24,554,5,4,0.2891017097652784,9.672739005446083,MORTGAGE,other,1,0
61,41994,5000,12,768,8,0,0.5181343137492305,8.170198292666601,RENT,home_improvement,0,0
49,88470,6015,36,564,3,0,0.5298364175235172,4.658629131862753,RENT,major_purchase,3,0
29,138354,82940,24,717,5,1,0.324161615783767,5.630298399398992,RENT,debt_consolidation,1,0
33,65606,9546,60,620,14,0,0.3774605165170396,4.199574221196222,MORTGAGE,home_improvement,3,0
26,128698,2533,60,558,3,0,0.23036631606898011,0.37401459199409803,MORTGAGE,debt_consolidation,2,0
26,19303,8271,24,610,14,0,0.09351373334694402,0.0,OWN,debt_consolidation,2,0
40,73098,3098,36,693,7,1,0.6182507530194119,8.950104780471843,RENT,home_improvement,1,0
23,45288,27829,12,649,6,0,0.05,2.6427081723554835,RENT,debt_consolidation,2,0
37,30548,2796,36,739,6,0,0.0746239523503171,9.877992137260295,MORTGAGE,major_purchase,0,0
69,15410,4351,48,764,1,0,0.6194608782739468,4.024662562742349,RENT,other,2,0
32,70761,13402,24,555,2,0,0.35249231070056697,0.43425706642525697,OWN,debt_consolidation,0,0
68,82882,32451,48,549,6,1,0.18111276393679357,4.96028182387726,MORTGAGE,debt_consolidation,1,0
67,109668,12637,24,545,8,0,0.45240554466339666,17.471874862090267,MORTGAGE,debt_consolidation,2,0
65,99299,4884,12,578,5,0,0.4659579959068967,6.521946104084846,OWN,debt_consolidation,1,0
21,30852,15460,36,738,12,0,0.15009715322783831,10.229333341661157,OWN,home_improvement,2,0
37,106342,9188,36,694,2,0,0.2700731935295638,7.844019049620385,MORTGAGE,debt_consolidation,0,0
23,113301,33062,24,606,5,0,0.4814368795558581,0.0,RENT,home_improvement,0,0
46,41940,26471,60,649,9,0,0.22746413804442633,14.244816230115848,OWN,major_purchase,1,0
35,49864,8692,48,762,6,0,0.39232456079207484,5.760890950880326,RENT,debt_consolidation,2,0
56,27987,24929,36,802,13,0,0.563721827954941,0.44743717640652747,MORTGAGE,major_purchase,1,0
52,119196,16597,36,670,13,1,0.05,4.438832457783327,MORTGAGE,other,1,0
52,19789,39872,24,437,5,0,0.29881275210068564,5.968779525129008,MORTGAGE,debt_consolidation,0,0
24,67574,24094,60,673,10,0,0.38924539978512335,10.747397617506127,RENT,home_improvement,2,0
38,34265,20693,48,724,6,4,0.08119259210848878,3.596184096948599,OWN,home_improvement,0,0
69,25217,38652,60,667,13,0,0.27055829146212973,20.10172799991966,RENT,major_purchase,0,0
39,15917,13525,60,708,12,0,0.506674796621272,2.314155087456964,RENT,debt_consolidation,1,0
63,43077,7197,24,678,14,1,0.24435272768841654,10.059974811155143,OWN,medical,2,0
55,22954,15688,60,551,11,0,0.12735103461713615,0.0,MORTGAGE,home_improvement,2,0
60,50708,10053,48,579,12,1,0.5196247734743391,6.381506668703502,RENT,debt_consolidation,0,0
34,141719,21662,12,624,9,3,0.41667525402956473,8.836171396610574,RENT,major_purchase,3,0
53,55254,14038,12,735,7,0,0.33967155627430684,1.4020837308869023,OWN,other,2,0
34,162489,18441,48,588,10,1,0.3352412259337967,14.495227405208349,RENT,medical,1,0
54,27190,5098,24,686,3,0,0.5042423706657412,9.172383255920856,RENT,other,2,0
24,22729,20062,36,674,10,0,0.3941792487513844,5.411797675767863,OWN,debt_consolidation,1,0
44,26470,4778,24,776,10,0,0.4468418219402813,9.118387508139877,OWN,debt_consolidation,1,0
49,47142,28836,48,646,5,0,0.2461150407789372,4.0334291903160855,OWN,home_improvement,0,0
39,251140,28871,60,509,4,0,0.062396748678988256,13.25689951203788,RENT,debt_consolidation,4,0
26,18083,17647,12,701,11,0,0.4432870550312682,12.07649300911088,RENT,major_purchase,1,0
53,71096,17121,60,821,5,1,0.5151391882499272,8.866950335537437,RENT,debt_consolidation,1,0
69,32209,11170,24,706,8,0,0.3163157048491274,10.058460237489616,RENT,home_improvement,1,0
60,42861,8245,48,586,11,0,0.483163487569027,0.0,RENT,major_purchase,1,0
39,23044,13200,12,563,14,0,0.29971808102346237,14.334725533722324,MORTGAGE,home_improvement,0,0
21,83073,65260,48,573,6,0,0.33639512580222913,6.503210893673495,RENT,debt_consolidation,1,0
25,47745,16049,12,810,4,0,0.6128643182580908,12.125228247130506,RENT,medical,1,0
47,94133,4552,12,623,5,1,0.30627199194403537,10.749211117623485,RENT,major_purchase,0,0
36,54455,3406,12,596,11,0,0.2974145911169908,12.04857383771936,RENT,home_improvement,1,0
26,15383,4228,24,637,7,0,0.06950307151890284,1.7611852487052282,RENT,major_purchase,3,0
60,94648,9876,48,624,14,0,0.4535109739971488,2.3975032884204444,RENT,debt_consolidation,0,0
33,14650,36777,36,775,8,1,0.24352379518185394,18.241373844102853,RENT,debt_consolidation,0,0
68,15963,5891,36,568,5,0,0.3720837516519039,0.0,MORTGAGE,debt_consolidation,0,0
55,28273,41664,36,744,2,0,0.3027441368850923,1.5119482324564588,MORTGAGE,medical,1,0
39,28500,15422,48,659,6,1,0.28313109267620856,7.216219982990797,MORTGAGE,debt_consolidation,0,0
32,113279,19668,60,746,9,0,0.33234057652075344,7.224898636643049,RENT,major_purchase,2,0
36,44236,19241,48,776,3,1,0.34387214906608876,4.299909614337626,RENT,debt_consolidation,2,0
63,103614,21429,12,656,7,1,0.5264118589452838,10.080394359596362,MORTGAGE,major_purchase,2,0
30,34865,9613,60,624,8,0,0.5780317785038869,11.510417188002503,RENT,debt_consolidation,0,0
45,59313,2064,12,655,6,2,0.4476072653662381,6.909161835456004,OWN,home_improvement,0,0
40,65148,8344,12,642,12,1,0.5407333870206285,5.657550701558017,MORTGAGE,medical,0,0
51,74431,6566,48,517,3,0,0.47812212061200726,6.888689051924268,OWN,major_purchase,0,0
24,37087,17127,36,774,1,0,0.424192115290373,4.513196040127908,RENT,major_purchase,0,0
64,39076,15920,60,669,3,0,0.5682714402940167,0.0,RENT,home_improvement,1,0
43,40991,10743,24,556,11,0,0.15372880536120145,8.504622185037729,MORTGAGE,home_improvement,1,0
22,18188,54416,36,484,6,0,0.2473306698126145,10.829178568740204,MORTGAGE,debt_consolidation,2,0
42,46614,8001,24,463,11,0,0.226864770971586,6.230363608380467,MORTGAGE,debt_consolidation,1,0
57,38940,2251,48,711,4,0,0.3047918125040812,0.0,RENT,major_purchase,0,0
28,69427,14699,60,600,1,1,0.45288505371264415,4.141424773391238,MORTGAGE,other,0,0
27,51781,34591,48,613,6,1,0.18273448217198776,11.528610359339648,MORTGAGE,home_improvement,0,1
34,109297,16809,24,689,1,0,0.4254198795216658,0.0,MORTGAGE,major_purchase,1,0
23,51126,10043,12,608,12,0,0.2619408622393643,10.4794201105186,RENT,major_purchase,0,0
36,34985,16193,48,693,8,0,0.2979403920219585,4.772919358151137,MORTGAGE,other,1,0
39,50747,58170,60,657,3,0,0.38006234951507845,6.9061242466252954,OWN,major_purchase,3,0
38,75697,6633,48,643,3,1,0.6021872208592249,3.570502446080643,MORTGAGE,home_improvement,0,0
36,16917,13693,36,524,14,0,0.2431479421618809,1.3220874519102646,MORTGAGE,debt_consolidation,1,0
28,31915,22832,48,584,1,0,0.33798599097598464,14.171232341351859,MORTGAGE,debt_consolidation,0,0
53,32321,16368,24,698,3,0,0.18826621616044167,11.079195162857452,MORTGAGE,debt_consolidation,0,0
69,62729,10956,48,595,7,0,0.2417078425482917,10.223605147510199,RENT,medical,1,0
32,67263,9498,60,746,10,0,0.18689878476132876,11.542777411009563,OWN,debt_consolidation,3,0
31,52090,10634,48,837,8,0,0.38671776319498574,9.513574361512484,RENT,home_improvement,0,0
25,11079,20447,48,702,11,0,0.4137963154233168,11.72065627890117,RENT,other,3,0
47,18194,19516,60,769,8,0,0.45305740200857403,3.680496270097925,MORTGAGE,medical,0,0
32,42473,71380,48,707,3,0,0.23695254336404883,13.888434436395228,RENT,major_purchase,0,0
37,36283,3907,60,607,5,0,0.4261914617817538,13.442155297686648,RENT,debt_consolidation,3,0
26,49179,54520,24,666,1,2,0.36696501173720264,8.902409837589696,RENT,debt_consolidation,2,0
53,36988,11343,60,811,9,0,0.3413371254123008,5.560027260574756,RENT,debt_consolidation,1,0
25,122882,12425,24,608,8,0,0.1637865758738435,0.8823539067512991,MORTGAGE,major_purchase,1,0
48,12377,26555,24,566,10,1,0.37298802489771726,8.143288871020971,MORTGAGE,debt_consolidation,1,0
34,58781,26421,60,559,2,2,0.3777434929866747,15.424575898340322,MORTGAGE,debt_consolidation,1,0
25,80563,33701,48,632,10,0,0.36525926668133507,1.1958141332450092,RENT,major_purchase,0,0
53,74676,40127,36,569,1,0,0.4100076135915814,12.09037574262803,RENT,debt_consolidation,0,0
68,78618,12940,60,783,13,0,0.45418934886041457,4.642805630467217,MORTGAGE,home_improvement,2,0
61,85705,40542,48,667,13,0,0.18529650365634207,5.069511075923607,RENT,major_purchase,1,0
39,34119,8076,24,727,4,0,0.31749558703574715,1.1227050436856576,MORTGAGE,home_improvement,1,0
42,25313,10464,12,626,9,3,0.4273651402346365,3.237535367165143,MORTGAGE,other,0,1
25,14460,11549,36,558,12,1,0.30974077686874957,10.233910427805734,RENT,debt_consolidation,1,0
22,39436,8766,48,545,8,4,0.4939135335592767,10.855637843783846,OWN,debt_consolidation,1,0
50,30744,14015,36,577,3,0,0.36352677450388476,8.179290405383025,RENT,debt_consolidation,2,1
67,98416,27368,12,677,10,2,0.05676160383146733,4.495935676200738,MORTGAGE,home_improvement,1,0
59,41252,22495,12,691,12,0,0.47591433787965404,1.4822139888388062,RENT,medical,1,0
